0.00.037.047 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.853 W srv  llama_server: -----------------
0.00.038.855 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.856 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.856 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.856 W srv  llama_server: -----------------
0.00.040.850 I srv    load_model: loading model 'models/rival/Qwen3.5-35B-A3B-UD-IQ3_S.gguf'
0.05.978.701 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.998.934 I srv  llama_server: model loaded
0.05.998.937 I srv  llama_server: listening on http://127.0.0.1:8087
0.10.259.454 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
14.19.340.233 I slot print_timing: id  0 | task 36323 | prompt eval time =     273.12 ms /    82 tokens (    3.33 ms per token,   300.23 tokens per second)
14.19.340.252 I slot print_timing: id  0 | task 36323 |        eval time =      21.50 ms /     2 tokens (   10.75 ms per token,    93.04 tokens per second)
14.19.340.253 I slot print_timing: id  0 | task 36323 |       total time =     294.62 ms /    84 tokens
14.19.340.255 I slot print_timing: id  0 | task 36323 |    graphs reused =      35656
14.19.340.305 I slot      release: id  0 | task 36323 | stop processing: n_tokens = 83, truncated = 0
14.19.342.432 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12187940603
14.19.342.481 I slot launch_slot_: id  3 | task 36327 | processing task, is_child = 0
14.19.342.522 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.743 MiB)
14.19.670.128 I slot print_timing: id  3 | task 36327 | prompt eval time =     285.01 ms /    72 tokens (    3.96 ms per token,   252.63 tokens per second)
14.19.670.151 I slot print_timing: id  3 | task 36327 |        eval time =      34.55 ms /     2 tokens (   17.27 ms per token,    57.89 tokens per second)
14.19.670.152 I slot print_timing: id  3 | task 36327 |       total time =     319.55 ms /    74 tokens
14.19.670.153 I slot print_timing: id  3 | task 36327 |    graphs reused =      35656
14.19.670.205 I slot      release: id  3 | task 36327 | stop processing: n_tokens = 73, truncated = 0
14.19.672.774 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12188262457
14.19.672.866 I slot launch_slot_: id  2 | task 36331 | processing task, is_child = 0
14.20.075.554 I slot print_timing: id  2 | task 36331 | prompt eval time =     346.25 ms /   109 tokens (    3.18 ms per token,   314.80 tokens per second)
14.20.075.559 I slot print_timing: id  2 | task 36331 |        eval time =      24.62 ms /     2 tokens (   12.31 ms per token,    81.24 tokens per second)
14.20.075.560 I slot print_timing: id  2 | task 36331 |       total time =     370.87 ms /   111 tokens
14.20.075.561 I slot print_timing: id  2 | task 36331 |    graphs reused =      35656
14.20.075.584 I slot      release: id  2 | task 36331 | stop processing: n_tokens = 110, truncated = 0
14.20.076.974 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12188540822
14.20.076.999 I slot launch_slot_: id  1 | task 36335 | processing task, is_child = 0
14.20.077.028 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.117 MiB)
14.20.442.652 I slot print_timing: id  1 | task 36335 | prompt eval time =     324.03 ms /   111 tokens (    2.92 ms per token,   342.56 tokens per second)
14.20.442.668 I slot print_timing: id  1 | task 36335 |        eval time =      30.68 ms /     2 tokens (   15.34 ms per token,    65.18 tokens per second)
14.20.442.670 I slot print_timing: id  1 | task 36335 |       total time =     354.71 ms /   113 tokens
14.20.442.671 I slot print_timing: id  1 | task 36335 |    graphs reused =      35656
14.20.442.715 I slot      release: id  1 | task 36335 | stop processing: n_tokens = 112, truncated = 0
14.20.444.759 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12188851104
14.20.444.807 I slot launch_slot_: id  0 | task 36339 | processing task, is_child = 0
14.20.810.431 I slot print_timing: id  0 | task 36339 | prompt eval time =     319.95 ms /   112 tokens (    2.86 ms per token,   350.05 tokens per second)
14.20.810.434 I slot print_timing: id  0 | task 36339 |        eval time =      20.39 ms /     2 tokens (   10.19 ms per token,    98.10 tokens per second)
14.20.810.435 I slot print_timing: id  0 | task 36339 |       total time =     340.34 ms /   114 tokens
14.20.810.435 I slot print_timing: id  0 | task 36339 |    graphs reused =      35656
14.20.810.456 I slot      release: id  0 | task 36339 | stop processing: n_tokens = 113, truncated = 0
14.20.811.580 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12189181004
14.20.811.599 I slot launch_slot_: id  3 | task 36343 | processing task, is_child = 0
14.20.811.614 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.371 MiB)
14.21.151.148 I slot print_timing: id  3 | task 36343 | prompt eval time =     311.83 ms /   103 tokens (    3.03 ms per token,   330.31 tokens per second)
14.21.151.151 I slot print_timing: id  3 | task 36343 |        eval time =      20.25 ms /     2 tokens (   10.12 ms per token,    98.77 tokens per second)
14.21.151.151 I slot print_timing: id  3 | task 36343 |       total time =     332.08 ms /   105 tokens
14.21.151.152 I slot print_timing: id  3 | task 36343 |    graphs reused =      35656
14.21.151.167 I slot      release: id  3 | task 36343 | stop processing: n_tokens = 104, truncated = 0
14.21.152.246 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12189586383
14.21.152.262 I slot launch_slot_: id  2 | task 36347 | processing task, is_child = 0
14.21.444.285 I slot print_timing: id  2 | task 36347 | prompt eval time =     256.62 ms /    69 tokens (    3.72 ms per token,   268.88 tokens per second)
14.21.444.289 I slot print_timing: id  2 | task 36347 |        eval time =      20.69 ms /     2 tokens (   10.35 ms per token,    96.66 tokens per second)
14.21.444.290 I slot print_timing: id  2 | task 36347 |       total time =     277.31 ms /    71 tokens
14.21.444.290 I slot print_timing: id  2 | task 36347 |    graphs reused =      35656
14.21.444.309 I slot      release: id  2 | task 36347 | stop processing: n_tokens = 70, truncated = 0
14.21.445.361 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12189953514
14.21.445.378 I slot launch_slot_: id  1 | task 36351 | processing task, is_child = 0
14.21.445.393 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.684 MiB)
14.21.752.487 I slot print_timing: id  1 | task 36351 | prompt eval time =     282.74 ms /    85 tokens (    3.33 ms per token,   300.63 tokens per second)
14.21.752.491 I slot print_timing: id  1 | task 36351 |        eval time =      20.86 ms /     2 tokens (   10.43 ms per token,    95.89 tokens per second)
14.21.752.492 I slot print_timing: id  1 | task 36351 |       total time =     303.60 ms /    87 tokens
14.21.752.492 I slot print_timing: id  1 | task 36351 |    graphs reused =      35656
14.21.752.519 I slot      release: id  1 | task 36351 | stop processing: n_tokens = 86, truncated = 0
14.21.753.733 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12190321255
14.21.753.754 I slot launch_slot_: id  0 | task 36355 | processing task, is_child = 0
14.22.067.143 I slot print_timing: id  0 | task 36355 | prompt eval time =     276.22 ms /    81 tokens (    3.41 ms per token,   293.24 tokens per second)
14.22.067.147 I slot print_timing: id  0 | task 36355 |        eval time =      20.30 ms /     2 tokens (   10.15 ms per token,    98.52 tokens per second)
14.22.067.147 I slot print_timing: id  0 | task 36355 |       total time =     296.52 ms /    83 tokens
14.22.067.148 I slot print_timing: id  0 | task 36355 |    graphs reused =      35656
14.22.067.177 I slot      release: id  0 | task 36355 | stop processing: n_tokens = 82, truncated = 0
14.22.068.210 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12190661966
14.22.068.228 I slot launch_slot_: id  3 | task 36359 | processing task, is_child = 0
14.22.068.240 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.215 MiB)
14.22.378.325 I slot print_timing: id  3 | task 36359 | prompt eval time =     282.64 ms /    89 tokens (    3.18 ms per token,   314.89 tokens per second)
14.22.378.328 I slot print_timing: id  3 | task 36359 |        eval time =      20.42 ms /     2 tokens (   10.21 ms per token,    97.96 tokens per second)
14.22.378.329 I slot print_timing: id  3 | task 36359 |       total time =     303.06 ms /    91 tokens
14.22.378.329 I slot print_timing: id  3 | task 36359 |    graphs reused =      35656
14.22.378.344 I slot      release: id  3 | task 36359 | stop processing: n_tokens = 90, truncated = 0
14.22.379.429 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12190955108
14.22.379.445 I slot launch_slot_: id  2 | task 36363 | processing task, is_child = 0
14.22.720.477 I slot print_timing: id  2 | task 36363 | prompt eval time =     303.96 ms /   100 tokens (    3.04 ms per token,   328.99 tokens per second)
14.22.720.480 I slot print_timing: id  2 | task 36363 |        eval time =      20.39 ms /     2 tokens (   10.20 ms per token,    98.07 tokens per second)
14.22.720.481 I slot print_timing: id  2 | task 36363 |       total time =     324.35 ms /   102 tokens
14.22.720.481 I slot print_timing: id  2 | task 36363 |    graphs reused =      35656
14.22.720.503 I slot      release: id  2 | task 36363 | stop processing: n_tokens = 101, truncated = 0
14.22.721.539 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12191263319
14.22.721.559 I slot launch_slot_: id  1 | task 36367 | processing task, is_child = 0
14.22.721.576 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.173 MiB)
14.23.049.495 I slot print_timing: id  1 | task 36367 | prompt eval time =     300.05 ms /   100 tokens (    3.00 ms per token,   333.27 tokens per second)
14.23.049.498 I slot print_timing: id  1 | task 36367 |        eval time =      20.42 ms /     2 tokens (   10.21 ms per token,    97.95 tokens per second)
14.23.049.498 I slot print_timing: id  1 | task 36367 |       total time =     320.47 ms /   102 tokens
14.23.049.499 I slot print_timing: id  1 | task 36367 |    graphs reused =      35656
14.23.049.516 I slot      release: id  1 | task 36367 | stop processing: n_tokens = 101, truncated = 0
14.23.050.508 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12191577976
14.23.050.525 I slot launch_slot_: id  0 | task 36371 | processing task, is_child = 0
14.23.364.541 I slot print_timing: id  0 | task 36371 | prompt eval time =     275.04 ms /    81 tokens (    3.40 ms per token,   294.50 tokens per second)
14.23.364.545 I slot print_timing: id  0 | task 36371 |        eval time =      20.80 ms /     2 tokens (   10.40 ms per token,    96.16 tokens per second)
14.23.364.546 I slot print_timing: id  0 | task 36371 |       total time =     295.84 ms /    83 tokens
14.23.364.547 I slot print_timing: id  0 | task 36371 |    graphs reused =      35656
14.23.364.564 I slot      release: id  0 | task 36371 | stop processing: n_tokens = 82, truncated = 0
14.23.365.742 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12191889143
14.23.365.760 I slot launch_slot_: id  3 | task 36375 | processing task, is_child = 0
14.23.365.776 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.508 MiB)
14.23.687.670 I slot print_timing: id  3 | task 36375 | prompt eval time =     296.10 ms /   100 tokens (    2.96 ms per token,   337.72 tokens per second)
14.23.687.674 I slot print_timing: id  3 | task 36375 |        eval time =      20.51 ms /     2 tokens (   10.26 ms per token,    97.51 tokens per second)
14.23.687.675 I slot print_timing: id  3 | task 36375 |       total time =     316.61 ms /   102 tokens
14.23.687.675 I slot print_timing: id  3 | task 36375 |    graphs reused =      35656
14.23.687.691 I slot      release: id  3 | task 36375 | stop processing: n_tokens = 101, truncated = 0
14.23.688.765 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12192231302
14.23.688.782 I slot launch_slot_: id  2 | task 36379 | processing task, is_child = 0
14.24.034.787 I slot print_timing: id  2 | task 36379 | prompt eval time =     305.97 ms /    90 tokens (    3.40 ms per token,   294.15 tokens per second)
14.24.034.794 I slot print_timing: id  2 | task 36379 |        eval time =      25.03 ms /     2 tokens (   12.52 ms per token,    79.90 tokens per second)
14.24.034.795 I slot print_timing: id  2 | task 36379 |       total time =     331.00 ms /    92 tokens
14.24.034.796 I slot print_timing: id  2 | task 36379 |    graphs reused =      35656
14.24.034.823 I slot      release: id  2 | task 36379 | stop processing: n_tokens = 91, truncated = 0
14.24.036.541 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12192560315
14.24.036.569 I slot launch_slot_: id  1 | task 36383 | processing task, is_child = 0
14.24.423.993 I slot print_timing: id  1 | task 36383 | prompt eval time =     325.06 ms /   104 tokens (    3.13 ms per token,   319.94 tokens per second)
14.24.424.011 I slot print_timing: id  1 | task 36383 |        eval time =      29.58 ms /     2 tokens (   14.79 ms per token,    67.60 tokens per second)
14.24.424.013 I slot print_timing: id  1 | task 36383 |       total time =     354.64 ms /   106 tokens
14.24.424.014 I slot print_timing: id  1 | task 36383 |    graphs reused =      35656
14.24.424.075 I slot      release: id  1 | task 36383 | stop processing: n_tokens = 105, truncated = 0
14.24.426.757 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12192875363
14.24.426.862 I slot launch_slot_: id  0 | task 36387 | processing task, is_child = 0
14.24.426.961 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.192 MiB)
14.24.795.312 I slot print_timing: id  0 | task 36387 | prompt eval time =     329.43 ms /   108 tokens (    3.05 ms per token,   327.84 tokens per second)
14.24.795.319 I slot print_timing: id  0 | task 36387 |        eval time =      24.99 ms /     2 tokens (   12.49 ms per token,    80.03 tokens per second)
14.24.795.320 I slot print_timing: id  0 | task 36387 |       total time =     354.42 ms /   110 tokens
14.24.795.321 I slot print_timing: id  0 | task 36387 |    graphs reused =      35656
14.24.795.343 I slot      release: id  0 | task 36387 | stop processing: n_tokens = 109, truncated = 0
14.24.796.941 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12193198490
14.24.796.970 I slot launch_slot_: id  3 | task 36391 | processing task, is_child = 0
14.25.210.657 I slot print_timing: id  3 | task 36391 | prompt eval time =     343.77 ms /   116 tokens (    2.96 ms per token,   337.43 tokens per second)
14.25.210.678 I slot print_timing: id  3 | task 36391 |        eval time =      38.57 ms /     2 tokens (   19.29 ms per token,    51.85 tokens per second)
14.25.210.679 I slot print_timing: id  3 | task 36391 |       total time =     382.35 ms /   118 tokens
14.25.210.681 I slot print_timing: id  3 | task 36391 |    graphs reused =      35656
14.25.210.811 I slot      release: id  3 | task 36391 | stop processing: n_tokens = 117, truncated = 0
14.25.212.818 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12193545622
14.25.221.822 I slot launch_slot_: id  2 | task 36395 | processing task, is_child = 0
14.25.537.512 I slot print_timing: id  2 | task 36395 | prompt eval time =     274.28 ms /    65 tokens (    4.22 ms per token,   236.98 tokens per second)
14.25.537.532 I slot print_timing: id  2 | task 36395 |        eval time =      30.49 ms /     2 tokens (   15.25 ms per token,    65.59 tokens per second)
14.25.537.533 I slot print_timing: id  2 | task 36395 |       total time =     304.77 ms /    67 tokens
14.25.537.534 I slot print_timing: id  2 | task 36395 |    graphs reused =      35656
14.25.537.571 I slot      release: id  2 | task 36395 | stop processing: n_tokens = 66, truncated = 0
14.25.539.622 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12193934875
14.25.539.672 I slot launch_slot_: id  1 | task 36399 | processing task, is_child = 0
14.25.539.738 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.704 MiB)
14.25.838.860 I slot print_timing: id  1 | task 36399 | prompt eval time =     260.79 ms /    67 tokens (    3.89 ms per token,   256.91 tokens per second)
14.25.838.866 I slot print_timing: id  1 | task 36399 |        eval time =      22.35 ms /     2 tokens (   11.18 ms per token,    89.47 tokens per second)
14.25.838.867 I slot print_timing: id  1 | task 36399 |       total time =     283.15 ms /    69 tokens
14.25.838.868 I slot print_timing: id  1 | task 36399 |    graphs reused =      35656
14.25.838.886 I slot      release: id  1 | task 36399 | stop processing: n_tokens = 68, truncated = 0
14.25.840.280 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12194306142
14.25.840.307 I slot launch_slot_: id  0 | task 36403 | processing task, is_child = 0
14.26.204.127 I slot print_timing: id  0 | task 36403 | prompt eval time =     317.02 ms /    88 tokens (    3.60 ms per token,   277.58 tokens per second)
14.26.204.134 I slot print_timing: id  0 | task 36403 |        eval time =      28.31 ms /     2 tokens (   14.15 ms per token,    70.65 tokens per second)
14.26.204.135 I slot print_timing: id  0 | task 36403 |       total time =     345.33 ms /    90 tokens
14.26.204.136 I slot print_timing: id  0 | task 36403 |    graphs reused =      35656
14.26.204.166 I slot      release: id  0 | task 36403 | stop processing: n_tokens = 89, truncated = 0
14.26.205.873 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12194721611
14.26.205.908 I slot launch_slot_: id  3 | task 36407 | processing task, is_child = 0
14.26.205.939 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.762 MiB)
14.26.501.262 I slot print_timing: id  3 | task 36407 | prompt eval time =     249.89 ms /    56 tokens (    4.46 ms per token,   224.10 tokens per second)
14.26.501.271 I slot print_timing: id  3 | task 36407 |        eval time =      25.94 ms /     2 tokens (   12.97 ms per token,    77.09 tokens per second)
14.26.501.272 I slot print_timing: id  3 | task 36407 |       total time =     275.83 ms /    58 tokens
14.26.501.275 I slot print_timing: id  3 | task 36407 |    graphs reused =      35656
14.26.501.298 I slot      release: id  3 | task 36407 | stop processing: n_tokens = 57, truncated = 0
14.26.503.187 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12195048370
14.26.503.243 I slot launch_slot_: id  2 | task 36411 | processing task, is_child = 0
14.26.820.647 I slot print_timing: id  2 | task 36411 | prompt eval time =     263.26 ms /    69 tokens (    3.82 ms per token,   262.10 tokens per second)
14.26.820.652 I slot print_timing: id  2 | task 36411 |        eval time =      19.86 ms /     2 tokens (    9.93 ms per token,   100.70 tokens per second)
14.26.820.652 I slot print_timing: id  2 | task 36411 |       total time =     283.12 ms /    71 tokens
14.26.820.653 I slot print_timing: id  2 | task 36411 |    graphs reused =      35656
14.26.820.670 I slot      release: id  2 | task 36411 | stop processing: n_tokens = 70, truncated = 0
14.26.821.784 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12195349685
14.26.821.802 I slot launch_slot_: id  1 | task 36415 | processing task, is_child = 0
14.26.821.819 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.469 MiB)
14.27.159.197 I slot print_timing: id  1 | task 36415 | prompt eval time =     295.41 ms /    85 tokens (    3.48 ms per token,   287.73 tokens per second)
14.27.159.204 I slot print_timing: id  1 | task 36415 |        eval time =      33.52 ms /     2 tokens (   16.76 ms per token,    59.67 tokens per second)
14.27.159.205 I slot print_timing: id  1 | task 36415 |       total time =     328.93 ms /    87 tokens
14.27.159.206 I slot print_timing: id  1 | task 36415 |    graphs reused =      35656
14.27.159.232 I slot      release: id  1 | task 36415 | stop processing: n_tokens = 86, truncated = 0
14.27.160.973 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12195714965
14.27.161.012 I slot launch_slot_: id  0 | task 36419 | processing task, is_child = 0
14.27.500.527 I slot print_timing: id  0 | task 36419 | prompt eval time =     266.77 ms /    61 tokens (    4.37 ms per token,   228.66 tokens per second)
14.27.500.535 I slot print_timing: id  0 | task 36419 |        eval time =      35.70 ms /     2 tokens (   17.85 ms per token,    56.02 tokens per second)
14.27.500.536 I slot print_timing: id  0 | task 36419 |       total time =     302.47 ms /    63 tokens
14.27.500.537 I slot print_timing: id  0 | task 36419 |    graphs reused =      35656
14.27.500.562 I slot      release: id  0 | task 36419 | stop processing: n_tokens = 62, truncated = 0
14.27.502.418 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12196012097
14.27.502.452 I slot launch_slot_: id  3 | task 36423 | processing task, is_child = 0
14.27.502.479 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.192 MiB)
14.27.879.244 I slot print_timing: id  3 | task 36423 | prompt eval time =     334.31 ms /   110 tokens (    3.04 ms per token,   329.04 tokens per second)
14.27.879.252 I slot print_timing: id  3 | task 36423 |        eval time =      23.97 ms /     2 tokens (   11.98 ms per token,    83.44 tokens per second)
14.27.879.253 I slot print_timing: id  3 | task 36423 |       total time =     358.28 ms /   112 tokens
14.27.879.254 I slot print_timing: id  3 | task 36423 |    graphs reused =      35656
14.27.879.276 I slot      release: id  3 | task 36423 | stop processing: n_tokens = 111, truncated = 0
14.27.880.450 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12196331469
14.27.880.481 I slot launch_slot_: id  2 | task 36427 | processing task, is_child = 0
14.28.227.125 I slot print_timing: id  2 | task 36427 | prompt eval time =     288.07 ms /    76 tokens (    3.79 ms per token,   263.82 tokens per second)
14.28.227.134 I slot print_timing: id  2 | task 36427 |        eval time =      31.20 ms /     2 tokens (   15.60 ms per token,    64.11 tokens per second)
14.28.227.135 I slot print_timing: id  2 | task 36427 |       total time =     319.27 ms /    78 tokens
14.28.227.136 I slot print_timing: id  2 | task 36427 |    graphs reused =      35656
14.28.227.164 I slot      release: id  2 | task 36427 | stop processing: n_tokens = 77, truncated = 0
14.28.229.169 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12196670031
14.28.229.213 I slot launch_slot_: id  1 | task 36431 | processing task, is_child = 0
14.28.229.257 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.430 MiB)
14.28.605.814 I slot print_timing: id  1 | task 36431 | prompt eval time =     334.59 ms /   111 tokens (    3.01 ms per token,   331.75 tokens per second)
14.28.605.823 I slot print_timing: id  1 | task 36431 |        eval time =      31.97 ms /     2 tokens (   15.99 ms per token,    62.55 tokens per second)
14.28.605.824 I slot print_timing: id  1 | task 36431 |       total time =     366.56 ms /   113 tokens
14.28.605.825 I slot print_timing: id  1 | task 36431 |    graphs reused =      35656
14.28.605.857 I slot      release: id  1 | task 36431 | stop processing: n_tokens = 112, truncated = 0
14.28.607.694 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12197011362
14.28.607.724 I slot launch_slot_: id  0 | task 36435 | processing task, is_child = 0
14.28.953.798 I slot print_timing: id  0 | task 36435 | prompt eval time =     288.95 ms /    87 tokens (    3.32 ms per token,   301.09 tokens per second)
14.28.953.801 I slot print_timing: id  0 | task 36435 |        eval time =      19.89 ms /     2 tokens (    9.94 ms per token,   100.57 tokens per second)
14.28.953.802 I slot print_timing: id  0 | task 36435 |       total time =     308.84 ms /    89 tokens
14.28.953.803 I slot print_timing: id  0 | task 36435 |    graphs reused =      35656
14.28.953.823 I slot      release: id  0 | task 36435 | stop processing: n_tokens = 88, truncated = 0
14.28.954.908 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12197390076
14.28.954.925 I slot launch_slot_: id  3 | task 36439 | processing task, is_child = 0
14.28.954.939 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.528 MiB)
14.29.279.106 I slot print_timing: id  3 | task 36439 | prompt eval time =     292.00 ms /    89 tokens (    3.28 ms per token,   304.80 tokens per second)
14.29.279.117 I slot print_timing: id  3 | task 36439 |        eval time =      28.62 ms /     2 tokens (   14.31 ms per token,    69.88 tokens per second)
14.29.279.119 I slot print_timing: id  3 | task 36439 |       total time =     320.62 ms /    91 tokens
14.29.279.120 I slot print_timing: id  3 | task 36439 |    graphs reused =      35656
14.29.279.146 I slot      release: id  3 | task 36439 | stop processing: n_tokens = 90, truncated = 0
14.29.280.860 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12197737963
14.29.280.893 I slot launch_slot_: id  2 | task 36443 | processing task, is_child = 0
14.29.635.340 I slot print_timing: id  2 | task 36443 | prompt eval time =     294.45 ms /    74 tokens (    3.98 ms per token,   251.32 tokens per second)
14.29.635.346 I slot print_timing: id  2 | task 36443 |        eval time =      25.63 ms /     2 tokens (   12.82 ms per token,    78.02 tokens per second)
14.29.635.348 I slot print_timing: id  2 | task 36443 |       total time =     320.09 ms /    76 tokens
14.29.635.349 I slot print_timing: id  2 | task 36443 |    graphs reused =      35656
14.29.635.372 I slot      release: id  2 | task 36443 | stop processing: n_tokens = 75, truncated = 0
14.29.637.147 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12198116657
14.29.637.179 I slot launch_slot_: id  1 | task 36447 | processing task, is_child = 0
14.29.637.222 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.489 MiB)
14.29.999.065 I slot print_timing: id  1 | task 36447 | prompt eval time =     326.58 ms /   111 tokens (    2.94 ms per token,   339.88 tokens per second)
14.29.999.085 I slot print_timing: id  1 | task 36447 |        eval time =      27.19 ms /     2 tokens (   13.60 ms per token,    73.55 tokens per second)
14.29.999.086 I slot print_timing: id  1 | task 36447 |       total time =     353.78 ms /   113 tokens
14.29.999.087 I slot print_timing: id  1 | task 36447 |    graphs reused =      35656
14.29.999.131 I slot      release: id  1 | task 36447 | stop processing: n_tokens = 112, truncated = 0
14.30.000.910 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12198464622
14.30.000.959 I slot launch_slot_: id  0 | task 36451 | processing task, is_child = 0
14.30.349.111 I slot print_timing: id  0 | task 36451 | prompt eval time =     290.84 ms /    73 tokens (    3.98 ms per token,   251.00 tokens per second)
14.30.349.119 I slot print_timing: id  0 | task 36451 |        eval time =      30.11 ms /     2 tokens (   15.06 ms per token,    66.42 tokens per second)
14.30.349.120 I slot print_timing: id  0 | task 36451 |       total time =     320.95 ms /    75 tokens
14.30.349.121 I slot print_timing: id  0 | task 36451 |    graphs reused =      35656
14.30.349.143 I slot      release: id  0 | task 36451 | stop processing: n_tokens = 74, truncated = 0
14.30.351.101 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12198789945
14.30.351.137 I slot launch_slot_: id  3 | task 36455 | processing task, is_child = 0
14.30.351.167 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.430 MiB)
14.30.663.226 I slot print_timing: id  3 | task 36455 | prompt eval time =     279.99 ms /    77 tokens (    3.64 ms per token,   275.01 tokens per second)
14.30.663.232 I slot print_timing: id  3 | task 36455 |        eval time =      22.37 ms /     2 tokens (   11.18 ms per token,    89.42 tokens per second)
14.30.663.234 I slot print_timing: id  3 | task 36455 |       total time =     302.35 ms /    79 tokens
14.30.663.235 I slot print_timing: id  3 | task 36455 |    graphs reused =      35656
14.30.663.258 I slot      release: id  3 | task 36455 | stop processing: n_tokens = 78, truncated = 0
14.30.664.776 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12199146171
14.30.667.614 I slot launch_slot_: id  2 | task 36459 | processing task, is_child = 0
14.31.001.293 I slot print_timing: id  2 | task 36459 | prompt eval time =     301.14 ms /    75 tokens (    4.02 ms per token,   249.06 tokens per second)
14.31.001.317 I slot print_timing: id  2 | task 36459 |        eval time =      26.55 ms /     2 tokens (   13.27 ms per token,    75.33 tokens per second)
14.31.001.322 I slot print_timing: id  2 | task 36459 |       total time =     327.69 ms /    77 tokens
14.31.001.324 I slot print_timing: id  2 | task 36459 |    graphs reused =      35656
14.31.001.779 I slot      release: id  2 | task 36459 | stop processing: n_tokens = 76, truncated = 0
14.31.005.276 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12199509930
14.31.005.328 I slot launch_slot_: id  1 | task 36463 | processing task, is_child = 0
14.31.344.250 I slot print_timing: id  1 | task 36463 | prompt eval time =     284.78 ms /    73 tokens (    3.90 ms per token,   256.33 tokens per second)
14.31.344.258 I slot print_timing: id  1 | task 36463 |        eval time =      25.94 ms /     2 tokens (   12.97 ms per token,    77.11 tokens per second)
14.31.344.260 I slot print_timing: id  1 | task 36463 |       total time =     310.72 ms /    75 tokens
14.31.344.261 I slot print_timing: id  1 | task 36463 |    graphs reused =      35656
14.31.344.284 I slot      release: id  1 | task 36463 | stop processing: n_tokens = 74, truncated = 0
14.31.346.429 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12199859942
